week_end,entry,short_k,wing_k,width,credit,settle,pnl,vix,gap_below_trigger,entry_d,px,stopped
2013-07-26,2013-07-22,1655.0,1630.0,25.0,0.4999999999999999,1691.6500244140625,47.35999999999999,13.229999542236328,False,2013-07-22,47.35999999999999,False
2013-08-02,2013-07-29,1655.0,1630.0,25.0,0.7500000000000001,1709.6700439453125,72.36000000000001,13.539999961853027,False,2013-07-29,72.36000000000001,False
2013-08-09,2013-08-05,1670.0,1650.0,20.0,0.3,1691.4200439453125,27.36,12.289999961853027,False,2013-08-05,27.36,False
2013-08-23,2013-08-19,1620.0,1595.0,25.0,1.15,1663.5,112.36,14.9399995803833,False,2013-08-19,112.36,False
2013-08-30,2013-08-26,1625.0,1605.0,20.0,0.4499999999999999,1632.969970703125,42.35999999999999,14.369999885559082,False,2013-08-26,-465.28000000000003,True
2013-09-06,2013-09-03,1595.0,1575.0,20.0,0.1,1655.1700439453125,7.360000000000003,16.469999313354492,False,2013-09-03,7.360000000000003,False
2013-09-13,2013-09-09,1620.0,1595.0,25.0,0.7000000000000001,1687.989990234375,67.36,15.859999656677246,False,2013-09-09,67.36,False
2013-09-27,2013-09-23,1675.0,1650.0,25.0,1.3,1691.75,127.36,14.039999961853027,False,2013-09-23,127.36,False
2013-10-04,2013-09-30,1655.0,1635.0,20.0,2.8,1690.5,277.36,17.489999771118164,False,2013-09-30,277.36,False
2013-10-11,2013-10-07,1655.0,1635.0,20.0,2.5,1703.199951171875,247.36,18.76000022888184,False,2013-10-07,-365.2799999999999,True
2013-11-01,2013-10-28,1725.0,1700.0,25.0,0.55,1761.6400146484375,52.36000000000001,13.619999885559082,False,2013-10-28,52.36000000000001,False
2013-11-08,2013-11-04,1725.0,1705.0,20.0,0.4499999999999999,1770.6099853515625,42.35999999999999,13.350000381469728,False,2013-11-04,42.35999999999999,False
2013-11-22,2013-11-18,1765.0,1740.0,25.0,0.75,1804.760009765625,72.36,12.40999984741211,False,2013-11-18,72.36,False
2013-11-29,2013-11-25,1770.0,1750.0,20.0,0.2,1805.81005859375,17.36,12.550000190734863,False,2013-11-25,17.36,False
2013-12-06,2013-12-02,1775.0,1750.0,25.0,1.35,1805.0899658203125,132.36,13.90999984741211,False,2013-12-02,132.36,False
2013-12-13,2013-12-09,1770.0,1750.0,20.0,0.3999999999999999,1775.3199462890625,37.35999999999999,13.970000267028809,False,2013-12-09,37.35999999999999,False
2013-12-27,2013-12-23,1785.0,1760.0,25.0,0.15,1841.4000244140625,12.36,13.369999885559082,False,2013-12-23,12.36,False
2014-01-03,2013-12-30,1805.0,1785.0,20.0,0.3,1831.3699951171875,27.360000000000003,12.869999885559082,False,2013-12-30,27.360000000000003,False
2014-01-10,2014-01-06,1800.0,1775.0,25.0,0.8999999999999999,1842.3699951171875,87.35999999999999,13.40999984741211,False,2014-01-06,87.35999999999999,False
2014-01-24,2014-01-21,1805.0,1785.0,20.0,0.1999999999999999,1790.2900390625,-1453.63609375,12.630000114440918,False,2014-01-21,-220.28,True
2014-01-31,2014-01-27,1755.0,1735.0,20.0,1.4499999999999995,1782.5899658203125,142.36,17.290000915527344,False,2014-01-27,142.36,False
2014-02-07,2014-02-03,1750.0,1725.0,25.0,2.5,1797.02001953125,247.36,18.56999969482422,False,2014-02-03,-645.2799999999999,True
2014-02-14,2014-02-10,1760.0,1740.0,20.0,1.3000000000000005,1838.6300048828125,127.36000000000004,15.630000114440918,False,2014-02-10,127.36000000000004,False
2014-02-28,2014-02-24,1800.0,1780.0,20.0,0.2,1859.449951171875,17.360000000000007,14.829999923706056,False,2014-02-24,17.360000000000007,False
2014-03-14,2014-03-10,1840.0,1820.0,20.0,0.8500000000000001,1841.1300048828125,82.36000000000001,14.760000228881836,False,2014-03-10,-330.2799999999999,True
2014-03-28,2014-03-24,1830.0,1805.0,25.0,1.35,1857.6199951171875,132.36,14.699999809265137,False,2014-03-24,132.36,False
2014-04-04,2014-03-31,1820.0,1795.0,25.0,0.7,1865.0899658203125,67.36,13.880000114440918,False,2014-03-31,67.36,False
2014-04-11,2014-04-07,1830.0,1805.0,25.0,2.0,1815.68994140625,-1233.645859375,14.960000038146973,False,2014-04-07,194.72,True
2014-04-25,2014-04-21,1825.0,1800.0,25.0,0.65,1863.4000244140625,62.36,14.100000381469728,False,2014-04-21,62.36,False
2014-05-02,2014-04-28,1825.0,1800.0,25.0,1.25,1881.1400146484373,122.36,14.270000457763672,False,2014-04-28,122.36,False
2014-05-09,2014-05-05,1840.0,1820.0,20.0,0.75,1878.47998046875,72.36,13.949999809265137,False,2014-05-05,72.36,False
2014-05-23,2014-05-19,1840.0,1815.0,25.0,0.7000000000000001,1900.530029296875,67.36,13.170000076293944,False,2014-05-19,67.36,False
2014-06-13,2014-06-09,1915.0,1890.0,25.0,0.45,1936.1600341796875,42.36000000000001,11.229999542236328,False,2014-06-09,42.36000000000001,False
2014-07-04,2014-06-30,1925.0,1905.0,20.0,0.3999999999999999,1985.43994140625,37.35999999999999,11.75,False,2014-06-30,37.35999999999999,False
2014-07-11,2014-07-07,1950.0,1930.0,20.0,0.65,1967.5699462890625,62.36,11.149999618530272,False,2014-07-07,62.36,False
2014-07-25,2014-07-21,1945.0,1925.0,20.0,1.25,1978.3399658203125,122.36,12.850000381469728,False,2014-07-21,122.36,False
2014-08-01,2014-07-28,1945.0,1925.0,20.0,1.4,1925.1500244140625,-1847.6375585937503,12.93000030517578,False,2014-07-28,-475.2800000000001,True
2014-08-08,2014-08-04,1890.0,1865.0,25.0,1.85,1931.5899658203125,182.36,16.639999389648438,False,2014-08-04,182.36,False
2014-08-22,2014-08-18,1920.0,1895.0,25.0,0.5499999999999999,1988.4000244140625,52.35999999999999,12.850000381469728,False,2014-08-18,52.35999999999999,False
2014-08-29,2014-08-25,1950.0,1930.0,20.0,0.1499999999999999,2003.3699951171875,12.359999999999996,11.579999923706056,False,2014-08-25,12.359999999999996,False
2014-09-05,2014-09-02,1970.0,1945.0,25.0,0.55,2007.7099609375,52.36000000000001,12.31999969482422,False,2014-09-02,52.36000000000001,False
2014-09-12,2014-09-08,1975.0,1955.0,20.0,0.7500000000000001,1985.5400390625,72.36000000000001,12.640000343322754,False,2014-09-08,72.36000000000001,False
2014-09-26,2014-09-22,1975.0,1955.0,20.0,0.9499999999999996,1982.8499755859373,92.35999999999996,13.140000343322754,False,2014-09-22,-330.28000000000003,True
2014-10-03,2014-09-29,1950.0,1925.0,25.0,3.5,1967.9000244140625,347.36,16.959999084472656,False,2014-09-29,-445.28000000000003,True
2014-10-10,2014-10-06,1930.0,1910.0,20.0,0.85,1906.1300048828125,-1917.64,14.460000038146973,False,2014-10-06,-550.28,True
2014-10-24,2014-10-20,1845.0,1820.0,25.0,2.6,1964.5799560546875,257.36,22.11000061035156,False,2014-10-20,257.36,False
2014-10-31,2014-10-27,1920.0,1890.0,30.0,2.05,2018.050048828125,202.36,17.239999771118164,False,2014-10-27,202.36,False
2014-11-07,2014-11-03,1970.0,1940.0,30.0,0.3,2031.9200439453125,27.360000000000003,14.40999984741211,False,2014-11-03,27.360000000000003,False
2014-11-14,2014-11-10,1985.0,1955.0,30.0,0.5499999999999999,2039.8199462890625,52.35999999999999,13.15999984741211,False,2014-11-10,52.35999999999999,False
2014-11-28,2014-11-24,2020.0,1995.0,25.0,0.1,2067.56005859375,7.360000000000003,12.920000076293944,False,2014-11-24,7.360000000000003,False
2014-12-05,2014-12-01,2025.0,2000.0,25.0,1.0,2075.3701171875,97.36,14.15999984741211,False,2014-12-01,97.36,False
2014-12-12,2014-12-08,2035.0,2010.0,25.0,0.65,2002.3299560546875,-2437.64,13.050000190734863,False,2014-12-08,-680.28,True
2014-12-26,2014-12-22,2025.0,1995.0,30.0,0.4999999999999999,2088.77001953125,47.35999999999999,16.31999969482422,False,2014-12-22,47.35999999999999,False
2015-01-02,2014-12-29,2045.0,2015.0,30.0,0.6000000000000001,2058.199951171875,57.36000000000001,16.040000915527344,False,2014-12-29,57.36000000000001,False
2015-01-09,2015-01-05,2015.0,1985.0,30.0,5.199999999999999,2044.81005859375,517.3599999999999,19.190000534057617,False,2015-01-05,-565.2800000000001,True
2015-01-23,2015-01-20,1970.0,1940.0,30.0,3.6,2051.820068359375,357.36,20.06999969482422,False,2015-01-20,357.36,False
2015-01-30,2015-01-26,2000.0,1970.0,30.0,2.0,1994.989990234375,-303.6409765625,16.959999084472656,False,2015-01-26,-705.28,True
2015-02-06,2015-02-02,1945.0,1910.0,35.0,0.2000000000000001,2055.469970703125,17.360000000000017,20.88999938964844,False,2015-02-02,17.360000000000017,False
2015-02-13,2015-02-09,2000.0,1970.0,30.0,1.95,2096.989990234375,192.36,19.15999984741211,False,2015-02-09,192.36,False
2015-02-27,2015-02-23,2060.0,2025.0,35.0,0.9000000000000001,2104.5,87.36000000000001,15.050000190734863,False,2015-02-23,87.36000000000001,False
2015-03-13,2015-03-09,2020.0,1990.0,30.0,1.0,2053.39990234375,97.36,15.720000267028809,False,2015-03-09,97.36,False
2015-03-27,2015-03-23,2060.0,2025.0,35.0,0.4,2061.02001953125,37.36,13.520000457763672,False,2015-03-23,-1505.28,True
2015-04-03,2015-03-30,2010.0,1980.0,30.0,0.15,2066.9599609375,12.36,14.760000228881836,False,2015-03-30,12.36,False
2015-04-10,2015-04-06,2015.0,1985.0,30.0,1.2000000000000002,2102.06005859375,117.36,15.75,False,2015-04-06,117.36,False
2015-04-24,2015-04-20,2030.0,2000.0,30.0,0.2,2117.68994140625,17.360000000000007,13.670000076293944,False,2015-04-20,17.360000000000007,False
2015-05-01,2015-04-27,2070.0,2040.0,30.0,0.4,2108.2900390625,37.36,12.34000015258789,False,2015-04-27,37.36,False
2015-05-08,2015-05-04,2060.0,2030.0,30.0,0.1499999999999999,2116.10009765625,12.35999999999999,13.119999885559082,False,2015-05-04,12.35999999999999,False
2015-05-22,2015-05-18,2075.0,2045.0,30.0,0.8,2126.06005859375,77.36,13.079999923706056,False,2015-05-18,77.36,False
2015-05-29,2015-05-26,2080.0,2050.0,30.0,1.2999999999999998,2107.389892578125,127.35999999999996,13.449999809265137,False,2015-05-26,127.35999999999996,False
2015-06-05,2015-06-01,2065.0,2035.0,30.0,1.4,2092.830078125,137.36,13.920000076293944,False,2015-06-01,137.36,False
2015-06-12,2015-06-08,2050.0,2020.0,30.0,2.5,2094.110107421875,247.36,14.84000015258789,False,2015-06-08,247.36,False
2015-07-03,2015-06-29,2060.0,2030.0,30.0,4.1000000000000005,2076.780029296875,407.36000000000007,16.700000762939453,False,2015-06-29,-615.2799999999999,True
2015-07-10,2015-07-06,2035.0,2005.0,30.0,2.2,2076.6201171875,217.36000000000004,18.64999961853028,False,2015-07-06,217.36000000000004,False
2015-07-24,2015-07-20,2080.0,2055.0,25.0,0.3999999999999999,2079.64990234375,2.350234374999991,12.25,False,2015-07-20,-105.28,True
2015-07-31,2015-07-27,2035.0,2005.0,30.0,2.7,2103.840087890625,267.36,15.600000381469728,False,2015-07-27,267.36,False
2015-08-07,2015-08-03,2060.0,2030.0,30.0,0.9,2077.570068359375,87.36,12.850000381469728,False,2015-08-03,87.36,False
2015-08-14,2015-08-10,2030.0,2005.0,25.0,0.2,2091.5400390625,17.36,12.729999542236328,False,2015-08-10,17.36,False
2015-08-28,2015-08-24,1920.0,1885.0,35.0,1.0,1988.8699951171875,97.36,28.030000686645508,False,2015-08-24,-2145.28,True
2015-09-04,2015-08-31,1930.0,1895.0,35.0,5.700000000000001,1921.219970703125,-310.6429296874999,27.030000686645508,False,2015-08-31,-935.2799999999999,True
2015-09-11,2015-09-08,1860.0,1825.0,35.0,0.7000000000000001,1961.050048828125,67.36,25.049999237060547,False,2015-09-08,67.36,False
2015-09-25,2015-09-21,1895.0,1860.0,35.0,0.8500000000000001,1931.3399658203125,82.36000000000001,21.96999931335449,False,2015-09-21,82.36000000000001,False
2015-10-02,2015-09-28,1870.0,1830.0,40.0,5.299999999999999,1951.3599853515625,527.3599999999999,25.020000457763672,False,2015-09-28,527.3599999999999,False
2015-10-09,2015-10-05,1890.0,1850.0,40.0,0.6,2014.8900146484373,57.36,20.309999465942383,False,2015-10-05,57.36,False
2015-10-23,2015-10-19,1970.0,1935.0,35.0,0.35,2075.14990234375,32.36,15.68000030517578,False,2015-10-19,32.36,False
2015-10-30,2015-10-26,2015.0,1975.0,40.0,1.05,2079.360107421875,102.36,14.760000228881836,False,2015-10-26,102.36,False
2015-11-06,2015-11-02,2020.0,1980.0,40.0,0.65,2099.199951171875,62.36,15.40999984741211,False,2015-11-02,62.36,False
2015-11-13,2015-11-09,2040.0,2005.0,35.0,1.7,2023.0400390625,-1528.63609375,15.34000015258789,False,2015-11-09,-430.27999999999986,True
2015-11-27,2015-11-23,2030.0,1990.0,40.0,0.4,2090.110107421875,37.36,16.149999618530273,False,2015-11-23,37.36,False
2015-12-04,2015-11-30,2030.0,1995.0,35.0,1.2500000000000002,2091.68994140625,122.36000000000004,15.550000190734863,False,2015-11-30,122.36000000000004,False
2015-12-11,2015-12-07,2035.0,1995.0,40.0,1.95,2012.3699951171875,-2070.64048828125,15.649999618530272,False,2015-12-07,-1005.28,True
2015-12-25,2015-12-21,1945.0,1905.0,40.0,0.7500000000000001,2060.989990234375,72.36000000000001,19.63999938964844,False,2015-12-21,72.36000000000001,False
2016-01-01,2015-12-28,2000.0,1960.0,40.0,1.25,2043.93994140625,122.36,17.649999618530273,False,2015-12-28,122.36,False
2016-01-08,2016-01-04,1985.0,1945.0,40.0,7.9,1922.030029296875,-3212.64,22.479999542236328,False,2016-01-04,-755.28,True
2016-01-22,2016-01-19,1815.0,1770.0,45.0,2.2,1906.9000244140625,217.36000000000004,25.39999961853028,False,2016-01-19,-1325.28,True
2016-01-29,2016-01-25,1840.0,1795.0,45.0,3.6,1940.239990234375,357.36,23.299999237060547,False,2016-01-25,357.36,False
2016-02-05,2016-02-01,1870.0,1830.0,40.0,2.4,1880.050048828125,237.36,21.31999969482422,False,2016-02-01,-935.2799999999999,True
2016-02-12,2016-02-08,1810.0,1770.0,40.0,7.299999999999999,1864.780029296875,727.3599999999999,25.88999938964844,False,2016-02-08,-400.2800000000001,True
2016-02-26,2016-02-22,1850.0,1805.0,45.0,0.3,1948.050048828125,27.36,20.13999938964844,False,2016-02-22,27.36,False
2016-03-04,2016-02-29,1880.0,1835.0,45.0,1.5499999999999998,1999.989990234375,152.36,20.489999771118164,False,2016-02-29,152.36,False
2016-03-11,2016-03-07,1930.0,1885.0,45.0,1.45,2022.18994140625,142.36,17.979999542236328,False,2016-03-07,142.36,False
2016-03-25,2016-03-21,1980.0,1940.0,40.0,0.0999999999999999,2035.93994140625,7.359999999999998,14.56999969482422,False,2016-03-21,7.359999999999998,False
2016-04-01,2016-03-28,1970.0,1930.0,40.0,0.3,2072.780029296875,27.36,15.649999618530272,False,2016-03-28,27.36,False
2016-04-08,2016-04-04,2010.0,1970.0,40.0,0.3,2047.5999755859373,27.36,13.880000114440918,False,2016-04-04,27.36,False
2016-04-22,2016-04-18,2020.0,1980.0,40.0,0.4,2091.580078125,37.36,14.869999885559082,False,2016-04-18,37.36,False
2016-04-29,2016-04-25,2030.0,1995.0,35.0,0.7,2065.300048828125,67.36,14.06999969482422,False,2016-04-25,67.36,False
2016-05-06,2016-05-02,2005.0,1970.0,35.0,0.6499999999999999,2057.139892578125,62.35999999999999,16.329999923706055,False,2016-05-02,62.35999999999999,False
2016-05-13,2016-05-09,2000.0,1965.0,35.0,0.5,2046.6099853515625,47.36,15.199999809265137,False,2016-05-09,47.36,False
2016-05-27,2016-05-23,1995.0,1960.0,35.0,0.5,2099.06005859375,47.36,16.329999923706055,False,2016-05-23,47.36,False
2016-06-03,2016-05-31,2045.0,2010.0,35.0,0.15,2099.1298828125,12.36,13.9399995803833,False,2016-05-31,12.36,False
2016-06-10,2016-06-06,2045.0,2015.0,30.0,0.1,2096.070068359375,7.360000000000003,13.84000015258789,False,2016-06-06,7.360000000000003,False
2016-06-24,2016-06-20,2020.0,1990.0,30.0,1.35,2037.4100341796875,132.36,17.420000076293945,False,2016-06-20,132.36,False
2016-07-01,2016-06-27,1985.0,1950.0,35.0,7.700000000000001,2102.949951171875,767.3600000000001,24.3799991607666,False,2016-06-27,767.3600000000001,False
2016-07-08,2016-07-05,2045.0,2010.0,35.0,1.35,2129.89990234375,132.36,16.049999237060547,False,2016-07-05,132.36,False
2016-07-22,2016-07-18,2105.0,2070.0,35.0,0.2,2175.030029296875,17.360000000000007,12.75,False,2016-07-18,17.360000000000007,False
2016-07-29,2016-07-25,2120.0,2090.0,30.0,0.8,2173.60009765625,77.36,12.640000343322754,False,2016-07-25,77.36,False
2016-08-05,2016-08-01,2125.0,2090.0,35.0,0.0999999999999999,2182.8701171875,7.359999999999998,11.890000343322754,False,2016-08-01,7.359999999999998,False
2016-08-12,2016-08-08,2135.0,2100.0,35.0,0.4,2184.050048828125,37.36,11.65999984741211,False,2016-08-08,37.36,False
2016-08-26,2016-08-22,2140.0,2110.0,30.0,1.25,2169.0400390625,122.36,12.529999732971191,False,2016-08-22,122.36,False
2016-09-02,2016-08-29,2125.0,2095.0,30.0,0.95,2179.97998046875,92.36,14.09000015258789,False,2016-08-29,92.36,False
2016-09-23,2016-09-19,2095.0,2065.0,30.0,1.15,2164.68994140625,112.36,15.140000343322754,False,2016-09-19,112.36,False
2016-09-30,2016-09-26,2120.0,2090.0,30.0,3.5,2168.27001953125,347.36,13.260000228881836,False,2016-09-26,347.36,False
2016-10-07,2016-10-03,2125.0,2095.0,30.0,2.1,2153.739990234375,207.36,13.75,False,2016-10-03,207.36,False
2016-10-14,2016-10-10,2110.0,2085.0,25.0,0.2,2132.97998046875,17.360000000000007,14.1899995803833,False,2016-10-10,17.360000000000007,False
2016-10-28,2016-10-24,2100.0,2075.0,25.0,0.35,2126.409912109375,32.36,13.1899995803833,False,2016-10-24,32.36,False
2016-11-04,2016-10-31,2085.0,2060.0,25.0,2.0,2085.179931640625,197.36,16.309999465942383,False,2016-10-31,-200.27999999999997,True
2016-11-11,2016-11-07,2045.0,2015.0,30.0,3.3,2164.449951171875,327.36,19.780000686645508,False,2016-11-07,327.36,False
2016-11-25,2016-11-21,2135.0,2110.0,25.0,0.0499999999999999,2213.35009765625,2.359999999999999,13.270000457763672,False,2016-11-21,2.359999999999999,False
2016-12-02,2016-11-28,2170.0,2140.0,30.0,0.95,2191.949951171875,92.36,13.399999618530272,False,2016-11-28,92.36,False
2016-12-23,2016-12-19,2215.0,2185.0,30.0,0.3999999999999999,2263.7900390625,37.36,12.5,False,2016-12-19,37.36,False
2016-12-30,2016-12-27,2220.0,2195.0,25.0,0.05,2238.830078125,2.3600000000000043,12.260000228881836,False,2016-12-27,2.3600000000000043,False
2017-01-06,2017-01-03,2195.0,2170.0,25.0,0.15,2276.97998046875,12.36,14.06999969482422,False,2017-01-03,12.36,False
2017-01-13,2017-01-09,2235.0,2210.0,25.0,0.65,2274.639892578125,62.36,11.710000038146973,False,2017-01-09,62.36,False
2017-01-27,2017-01-23,2230.0,2210.0,20.0,0.6,2294.68994140625,57.36,12.300000190734863,False,2017-01-23,57.36,False
2017-02-03,2017-01-30,2255.0,2230.0,25.0,2.0,2297.419921875,197.36,11.100000381469728,False,2017-01-30,197.36,False
2017-02-10,2017-02-06,2260.0,2235.0,25.0,0.6000000000000001,2316.10009765625,57.36000000000001,11.369999885559082,False,2017-02-06,57.36000000000001,False
2017-02-24,2017-02-21,2315.0,2290.0,25.0,0.0999999999999999,2367.340087890625,7.359999999999998,12.050000190734863,False,2017-02-21,7.359999999999998,False
2017-03-03,2017-02-27,2330.0,2310.0,20.0,0.6000000000000001,2383.1201171875,57.36000000000001,11.779999732971191,False,2017-02-27,57.36000000000001,False
2017-03-10,2017-03-06,2345.0,2325.0,20.0,0.8,2372.60009765625,77.36,11.59000015258789,False,2017-03-06,77.36,False
2017-03-24,2017-03-20,2340.0,2320.0,20.0,0.6000000000000001,2343.97998046875,57.36000000000001,11.710000038146973,False,2017-03-20,-505.28,True
2017-04-07,2017-04-03,2325.0,2300.0,25.0,0.7,2355.5400390625,67.36,12.59000015258789,False,2017-04-03,67.36,False
2017-04-14,2017-04-10,2320.0,2295.0,25.0,0.2,2328.949951171875,17.360000000000007,13.239999771118164,False,2017-04-10,17.360000000000007,False
2017-04-28,2017-04-24,2310.0,2290.0,20.0,0.05,2384.199951171875,2.3600000000000043,11.5600004196167,False,2017-04-24,2.3600000000000043,False
2017-05-12,2017-05-08,2365.0,2340.0,25.0,0.7500000000000001,2390.89990234375,72.36000000000001,10.529999732971191,False,2017-05-08,72.36000000000001,False
2017-05-19,2017-05-15,2355.0,2335.0,20.0,0.2999999999999999,2381.72998046875,27.359999999999992,10.539999961853027,False,2017-05-15,-475.28,True
2017-05-26,2017-05-22,2345.0,2320.0,25.0,0.4499999999999999,2415.820068359375,42.35999999999999,12.289999961853027,False,2017-05-22,42.35999999999999,False
2017-06-02,2017-05-30,2380.0,2355.0,25.0,0.5000000000000001,2439.070068359375,47.360000000000014,10.609999656677246,False,2017-05-30,47.360000000000014,False
2017-06-09,2017-06-05,2400.0,2380.0,20.0,0.5,2431.77001953125,47.36,10.079999923706056,False,2017-06-05,47.36,False
2017-06-16,2017-06-12,2395.0,2375.0,20.0,1.9,2433.14990234375,187.36,11.1899995803833,False,2017-06-12,187.36,False
2017-06-23,2017-06-19,2400.0,2375.0,25.0,0.1999999999999999,2438.300048828125,17.359999999999996,10.56999969482422,False,2017-06-19,17.359999999999996,False
2017-06-30,2017-06-26,2405.0,2380.0,25.0,0.35,2423.409912109375,32.36,10.130000114440918,False,2017-06-26,-680.28,True
2017-07-07,2017-07-03,2390.0,2365.0,25.0,0.2999999999999999,2425.179931640625,27.359999999999992,11.06999969482422,False,2017-07-03,27.359999999999992,False
2017-07-14,2017-07-10,2390.0,2370.0,20.0,1.0499999999999998,2459.27001953125,102.36,11.260000228881836,False,2017-07-10,102.36,False
